label,keyword,id,username,created_at,text
relevant,#AHOTBKK,1933176956247527847,2ndarchive_,Thu Jun 12 14:57:57 +0000 2025,"gue kasian sama anak gue karna ga bisa hidup di era kegantengan joss wayar 

JOSSWAYAR ON BBC ARTS HOUR
#TheArtsHourBKKxJoss
#AHOTBKK https://t.co/qx3k2ttOkN"
relevant,#AHOTBKK,1933153689977626789,misowori,Thu Jun 12 13:25:30 +0000 2025,"gurih bgt dengernya sedeppppp 

JOSSWAYAR ON BBC ARTS HOUR
#TheArtsHourBKKxJoss
#AHOTBKK https://t.co/IP5JlOt1SN"
relevant,#AHOTBKK,1933151717107089514,Floversle,Thu Jun 12 13:17:40 +0000 2025,"kok bisa yh ada orang secakep ini

JOSSWAYAR ON BBC ARTS HOUR
#TheArtsHourBKKxJoss
#AHOTBKK https://t.co/FEo0oMIUjG"
relevant,#AHOTBKK,1933168769934999644,sjrikrting,Thu Jun 12 14:25:25 +0000 2025,"Maaf banget, abis liat muka teduh ini, aku jadi ngantuk parah🥺 

JOSSWAYAR ON BBC ARTS HOUR
#TheArtsHourBKKxJoss
#AHOTBKK https://t.co/A3ZrVELVMk"
relevant,#AHOTBKK,1933165257700294698,b0hns,Thu Jun 12 14:11:28 +0000 2025,"mata dia sopan banget pas liat cewek, tapi kenapa kalo sama gawin bawaannya selalu dirty mind? like how does the double standard even possible? 

JOSSWAYAR ON BBC ARTS HOUR
#TheArtsHourBKKxJoss
#AHOTBKK
 https://t.co/G9ufN2Lp2f"
relevant,#AHOTBKK,1933151639457964528,iseaisawiseen,Thu Jun 12 13:17:21 +0000 2025,"sipsip

#TheArtsHourBKKxJoss
#AHOTBKK #JossWayar https://t.co/V2wtvG5wzf"
relevant,#AHOTBKK,1933155549065138255,misowori,Thu Jun 12 13:32:53 +0000 2025,"sudah malam atau sudah my partner gawin 

JOSSWAYAR ON BBC ARTS HOUR
#TheArtsHourBKKxJoss
#AHOTBKK https://t.co/KPmn0md4cZ"
uncertain,#AHOTBKK,1935596537062772947,JossGawinFC,Thu Jun 19 07:12:30 +0000 2025,"📅 19/06/2025
IG : jejee_wiranphat

จอส @ josswayar
@ jejee_wiranphat @ mintmeno
#josswayar 
#จอสเวอาห์ 
#mygoldenblood 

JOSSWAYAR ON BBC ARTS HOUR
#TheArtsHourBKKxJoss 
#AHOTBKK https://t.co/8A8lj8pgAH"
relevant,#AHOTBKK,1933165344069497221,micipine,Thu Jun 12 14:11:49 +0000 2025,"Wkwkwkwkk kayak yang paham banget gituu ihh🤭🤭🤭

JOSSWAYAR ON BBC ARTS HOUR
#TheArtsHourBKKxJoss
#AHOTBKK https://t.co/2w2eZATbQ2"
relevant,#AHOTBKK,1933141957318266901,pikachuuv_,Thu Jun 12 12:38:53 +0000 2025,"WOI POON, BARCODE, GUINZLY BAPAK LU KEREN BANGET 

JOSSWAYAR ON BBC ARTS HOUR
#TheArtsHourBKKxJoss
#AHOTBKK https://t.co/rbFX3KcKlT"
relevant,#AsmaraGenZSolid201,1936388891667542069,greeselove,Sat Jun 21 11:41:02 +0000 2025,"“Aku berasa kayak punya rumah hari ini. Bukan tempatnya tapi orang-orangnya, termasuk KAMU.”

“Aku juga. Aku akan jaga itu.”

Okay penutup eps yang sangat manis 🥹🫶🏻

CIEE HARQEEL SEKELAS 201
#HQ_AGZEPS201
#AsmaraGenZSolid201
#HARQEEL https://t.co/irOPN9swk6"
relevant,#AsmaraGenZSolid201,1936396252037702089,dydumpiie,Sat Jun 21 12:10:17 +0000 2025,"""kamu tu selalu punya cara ya buat bikin aku diem""
--------
""aku kaya punya rumah hari ini. bukan tempatnya, tp org orgnya, termasuk kamu""
""aku juga dan aku akan jaga itu""

CIEE HARQEEL SEKELAS 201
#HQ_AGZEPS201
#AsmaraGenZSolid201
#HARQEEL https://t.co/ebPFj0WpSD"
relevant,#AsmaraGenZSolid201,1936390304313307589,xnghanism,Sat Jun 21 11:46:39 +0000 2025,"“sedih? kangen?”
“bukan pertanyaan itu. BANGET.” 
cepet udahan ldrnya pleaseee. selain mohan, ada gue juga yg GAK KUAAAT 🏳️

btw “lo disini.. dia disana” ky ngingetin sm sesuatu ya ☺️💗

MORA PASTI BERTEMU 201
#AgainstTheWorldWithMR 
#MORA
#AsmaraGenZSolid201 https://t.co/4YioNQ6kKf"
relevant,#AsmaraGenZSolid201,1936388306260173272,dreamfoxrj,Sat Jun 21 11:38:43 +0000 2025,"""Termasuk kamu""
""Aku akan jaga""
Dikasih isarat. Sudah mengerti. Kapan maju nihhh. Warga NAMASTE siap tumpengan buat tanggal jadian kalian. 

CIEE HARQEEL SEKELAS 201
#HQ_AGZEPS201
#AsmaraGenZSolid201
#HARQEEL https://t.co/5bgOnxJUge"
relevant,#AsmaraGenZSolid201,1936384200355246136,intrped,Sat Jun 21 11:22:24 +0000 2025,"zar plisss lah, meskipun kamu belum bisa cerita tapi seenggaknya jangan bersikap dingin ke fattah ☹️ jangan bikin dia menderita dan ovt atas sikap kamu 😔

COMEBACK STRONGER FATTZAR
#StoryOfFZ201
#AsmaraGenZSolid201 https://t.co/DF3iXefsOi"
relevant,#BiroJomblo,1931388292731490609,mahesswaras,Sat Jun 07 16:30:27 +0000 2025,"@shitlicious #BiroJomblo 2000/💊/🗺️/jkt/156cm/sagi/AB
 
sukak cowo tinggi, wangi, baik. 

nyari : teman hidup. https://t.co/Hl9s1hTIJX"
relevant,#BiroJomblo,1936420690804256878,riokurr07,Sat Jun 21 13:47:24 +0000 2025,"@shitlicious #malang here! #BiroJomblo  

Male 30. Full time teacher, part time apa aja yg jadi duit.

Here’s a bit about who i am: 
- Pisces
- hafal gang gang di malang
- tau coffeshop yg wifinya kenceng di malang
- tau fungsi dan angle kamera
- rajin menulis modul pembelajan 
-lari pace 5😂 https://t.co/lMohcnKWhm"
relevant,#BiroJomblo,1938938805203177582,gmpgntuk,Sat Jun 28 12:33:29 +0000 2025,"@shitlicious aa taurus bdg ikut nyari temen, hobinya ngonser tapi lagi nyari hobi baruu #BiroJomblo https://t.co/RmWgRUzALb"
relevant,#BiroJomblo,1933861032147177761,juljvly,Sat Jun 14 12:16:14 +0000 2025,"@shitlicious Aku otw pulang ya, misal
#BiroJomblo https://t.co/La6lfvR9Ex"
relevant,#BiroJomblo,1936408265744891913,saripahh_,Sat Jun 21 12:58:01 +0000 2025,@shitlicious Cari yang bisa nerima spam pap tiap hari 🙏🏽#BiroJomblo https://t.co/JEgBOcvHmP
relevant,#BiroJomblo,1931324483073155368,Rara26aries,Sat Jun 07 12:16:53 +0000 2025,"@shitlicious Coba mana luwak #Purwokerto sini ngumpul 😌🥲
#BiroJomblo https://t.co/UpoSSvQd8m"
relevant,#BiroJomblo,1931327759025848737,yourbbyqueen,Sat Jun 07 12:29:54 +0000 2025,"@shitlicious Cuma karyawan biasa + anak kuliahan yang tinggal di tangerang heheh, suka kuliner, nonton dan jalan2, main game juga oke sihhh. 
#BiroJomblo https://t.co/r6l28YWq9M"
relevant,#BiroJomblo,1938930688797081704,yourbbyqueen,Sat Jun 28 12:01:14 +0000 2025,@shitlicious Dah cape banget ikut ini sebenernya hahaha.. tp bolee laahh ikut lagi. Dom tangerang🦥 #BiroJomblo https://t.co/dOFUn38oTW
relevant,#BiroJomblo,1936400010620600827,celandeine,Sat Jun 21 12:25:13 +0000 2025,"@shitlicious F26. Gak lagi nyari pasangan dalam waktu dekat, tapi lagi nyari temen cewek/cowok yang lagi tesis S2 buat jadi supporter satu sama lain. Care to share? 🤟🏻 #BiroJomblo https://t.co/mUZKaqdE0d"
relevant,#BiroJomblo,1936409782853972425,hahahaninsrot,Sat Jun 21 13:04:03 +0000 2025,"@shitlicious haii, aku mba2 gemini 30's something. lagi sibuk ngelola toko bangunan, hobinya yoga dan punya sampingan ternak kambing dan kucing. buat mas-mas yg mapan, dan mau coba idup slowlive di jateng yukkk kita kenalan. #BiroJomblo do your mejik plis https://t.co/IfK9DQowWX"
relevant,#BiroJomblo,1931421069552042219,tehmelatii,Sat Jun 07 18:40:41 +0000 2025,"@shitlicious maav ya telat, bru turun dr kayangan☺️ #BiroJomblo https://t.co/kxkYExSiAg"
relevant,#BiroJomblo,1933868029357773213,ayymisol,Sat Jun 14 12:44:02 +0000 2025,"@shitlicious Mau ikutan #BiroJomblo dong hihi btw aku f25 di #Karawang 

Ayooo berteman sama aku. Makin berumur temen makin hilang Dan sedikit sepi juga karena tinggal di perantauan hihihi

Anaknya suka ngomong, ngobrolin banyak Hal dan suka berpergian✨ https://t.co/s7PoWPWEg7"
noise,#GrabFoodHotDealsxJossGawin,1936342721549279406,BasudaraMalut,Sat Jun 21 08:37:34 +0000 2025,"""Religius bukan jaminan bebas dari propaganda solid kunci kita hebat. Saat agama jadi kedok, kebencian bisa tampil seolah suci WELCOME TO INDONESIA XODIAC.""

 EST SUPHA X BVLGARI

#GrabFoodHotDealsxJossGawin #BvlgariPopUpOpeningxEST
#WelcomeHomeSUGA #GMMTVLIVEHOUSE https://t.co/PCjfIAMGWv"
relevant,#BiroJomblo,1933869407492833295,NaaYusrina,Sat Jun 14 12:49:30 +0000 2025,@shitlicious Mutualan dulu boleh cari temen kali aja bisa jadi temen hidup :) #BiroJomblo https://t.co/iPSLeLoqFz
noise,#BiroJomblo,1938928533960872315,shitlicious,Sat Jun 28 11:52:40 +0000 2025,"Malem Minggu gabut tanpa pasangan? Yuk usaha cari jodoh/gebetan/kenalan baru! Siapa tau dapet yg serius. 😍

CARANYA:
Reply tweet ini dengan rules di bawah, terus tambahkan hashtag #BiroJomblo biar gue retweet ya!

Banyak yg udah sukses &amp; bikin #TestimoniBiroJomblo loh! GO!! ❤️ https://t.co/15E4ccvmTk"
relevant,#BiroJomblo,1933865229349519369,whisper_wynd,Sat Jun 14 12:32:54 +0000 2025,@shitlicious sapa yang mau sama anak bungsu ini? tuna asmara banget aku😭😭😭 #BiroJomblo https://t.co/pU2k4Yxblo
relevant,#BiroJomblo,1931336365985431670,wkwkva,Sat Jun 07 13:04:06 +0000 2025,@shitlicious Seriusin bang tolong inimah 🤚🏻 #BiroJomblo https://t.co/vfJ9wHrenp
relevant,#BiroJomblo,1938939417055633733,Reswara_,Sat Jun 28 12:35:55 +0000 2025,"@shitlicious Tahun ini 27, dom Seoul(o)

Suka seni (gambar, menjahit), suka olahraga (badminton)  &amp; hobi baking + masak. Sekarang lg sibuk tesis. Aku engga merokok/mabuk. Siapa tau ada yg sefrekuensi.
Minusnya Virgo 😭

#BiroJomblo https://t.co/qoPs9xTa4O"
relevant,#BiroJomblo,1938938729802219761,ekyyanuar,Sat Jun 28 12:33:11 +0000 2025,@shitlicious udah lama ga ditemenin lg manggung #birojomblo https://t.co/ozbdl52n04
relevant,#BiroJomblo,1936451543911559228,Delapanmaret_,Sat Jun 21 15:50:00 +0000 2025,"mari kita cubaa, cuma pengen cepat Kaka baik #BiroJomblo https://t.co/J4EGjyDUuH"
relevant,#BTTFwith7DREAM,1942607454287847815,jaeminmenel,Tue Jul 08 15:31:23 +0000 2025,"AAARRRRGGGGHHHHHH KEREN BANGETTTTT BEJIRRRRRR PETJAHHHHH❤️‍🔥❤️‍🔥❤️‍🔥😩😩😭😭😭💥💥💥💥💥🔥🔥😍🥰😍😍😍🥰😍🥵😍🥵😍🥵❤️‍🔥😩😭😭😋😭😭🔥😭😭🔥😭

BTTF MV OUT NOW 
#BTTFwith7DREAM 
#NCTDREAM_BTTF https://t.co/iBotAYDG9g"
relevant,#BTTFwith7DREAM,1942596785094156723,dearyjhrj,Tue Jul 08 14:48:59 +0000 2025,"Agak tdk terbiasa liat SM rilis mv malem tp gpp naikin ht dulu aja 

BTTF MV OUT NOW 
#BTTFwith7DREAM 
#NCTDREAM_BTTF https://t.co/fIyDhExe9K"
relevant,#BTTFwith7DREAM,1942604247897432537,_dearbunny_,Tue Jul 08 15:18:39 +0000 2025,"AKU SUKA PART INI 😍

BTTF MV OUT NOW
#BTTFwith7DREAM
#NCTDREAM_BTTF
 https://t.co/HjfgpH1rYR"
relevant,#BTTFwith7DREAM,1942601054282973366,7addictt,Tue Jul 08 15:05:57 +0000 2025,"AWEEEEEE keren semuanya 😭🛹🩵

BTTF MV OUT NOW 
#BTTFwith7DREAM 
#NCTDREAM_BTTF https://t.co/v54hCl7gE7"
relevant,#BTTFwith7DREAM,1942602904483029359,austheticboo,Tue Jul 08 15:13:18 +0000 2025,"BAGUS BGTTTTT NANGISSSSS😭😭😭

BTTF MV OUT NOW 
#BTTFwith7DREAM 
#NCTDREAM_BTTF https://t.co/BnHY3InU82"
relevant,#BTTFwith7DREAM,1942592590383341867,jeuniverse__,Tue Jul 08 14:32:19 +0000 2025,"besok siap - siap tag tag streaming yaaaa 
siapa yg freetag? ☺️☺️

BTTF MV OUT NOW 
#BTTFwith7DREAM 
#NCTDREAM_BTTF https://t.co/roGaYHo2z6"
relevant,#BTTFwith7DREAM,1942615401185345997,s_zarliaa,Tue Jul 08 16:02:58 +0000 2025,"bikin sg kayak gini di scc,,,, padahal link nya MV BTTF😘🤭🥺

BTTF MV OUT NOW 
#BTTFwith7DREAM 
#NCTDREAM_BTTF https://t.co/j5QjMGffpo"
relevant,#BTTFwith7DREAM,1942609360158613954,jaeminmenel,Tue Jul 08 15:38:58 +0000 2025,"BODOAMATTTT HARUS JADI SOTY!!!!!😩😩😩😩💥💥💥💥😭😭🔥🔥🔥🔥🥵🥵🥵🥰🥰🥰😩😩😩😍😍❤️‍🔥❤️‍🔥😘😘😘😘🥰🥰🥰🥰🥵❤️‍🔥❤️‍🔥🔥😭😭😭💥💥💥🔥🔥🔥🔥🔥😭😭😭😭😭😭

BTTF MV OUT NOW 
#BTTFwith7DREAM 
#NCTDREAM_BTTF https://t.co/e4HPvdbbHU"
relevant,#BTTFwith7DREAM,1942588000371892298,eunbiaJN,Tue Jul 08 14:14:05 +0000 2025,"Gapplah, pengen bgt liat Jeno wanjanim era :v
BTTF MV OUT NOW 
#BTTFwith7DREAM 
#NCTDREAM_BTTF https://t.co/l3bQf7CFpC"
relevant,#BTTFwith7DREAM,1942611532740722940,haechimjjigae,Tue Jul 08 15:47:36 +0000 2025,"halo... aku dr tadi jam 10 sampe sekarang masih di sini... 

BTTF MV OUT NOW 
#BTTFwith7DREAM 
#NCTDREAM_BTTF https://t.co/0XvC5Jo3We"
relevant,#BTTFwith7DREAM,1942601345401540727,hyuckpixel,Tue Jul 08 15:07:07 +0000 2025,"HALOO??? KEREN BGT HALOO?? AKU SUKA BGT LAGUNYAAAAA DAN MVNYA KEREN BGT HAAAALOOOOOOO 😭😭😭❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥

BTTF MV OUT NOW 
#BTTFwith7DREAM 
#NCTDREAM_BTTF https://t.co/iBphd4ZOI4"
relevant,#BTTFwith7DREAM,1942588957109411936,jmjnsgurl,Tue Jul 08 14:17:53 +0000 2025,"Masih kaget mv rilis malam ini...

BTTF MV OUT NOW 
#BTTFwith7DREAM 
#NCTDREAM_BTTF https://t.co/4uR9adTXjK"
relevant,#BTTFwith7DREAM,1943187321597366315,sskusuzy,Thu Jul 10 05:55:34 +0000 2025,Narkoba musuh masa depan #BrantasNarkoba #BTTFwith7DREAM https://t.co/iiG7GdVF4K
noise,#BTTFwith7DREAM,1942774192388333651,markcolate,Wed Jul 09 02:33:57 +0000 2025,"@pruetzels 🍀🍀🍀Bismillahh wish me luckkk🍀🍀🍀
Maaf izin tag yaa kakak kakak 🙇🏻‍♀️🙇🏻‍♀️ @adekmatcha @mahaeloveea

1-4
BTTF MV OUT NOW 
#BTTFwith7DREAM 
#NCTDREAM_BTTF https://t.co/kns9qVlU3z"
relevant,#BTTFwith7DREAM,1942588005103067340,ljjenoooo,Tue Jul 08 14:14:06 +0000 2025,"siapa yang kaget mv nya bakalan keluar malam ini? 😭✋🏻

BTTF MV OUT NOW 
#BTTFwith7DREAM 
#NCTDREAM_BTTF https://t.co/cic07HzcGt"
relevant,#BTTFwith7DREAM,1942638954357919981,sijeuninct,Tue Jul 08 17:36:33 +0000 2025,"WOYY MO NANGIS, GILA INI PETCAH BGT SI KONSEPNYA😭😭😭 DETAIL SETIAP MASA2 LAGU DREAM YANG DULU DPT BGT😭 KERENN, INI LAGU PASTI BAKAL PETCAH BGT KALO DIBAWAIN DI TDS 4 NNTI😭😭😭👍  #BTTFwith7DREAM 
#NCTDREAM_BTTF https://t.co/1WY3OQremL"
relevant,#BTTFwith7DREAM,1943232426085618137,moisehll,Thu Jul 10 08:54:48 +0000 2025,Wujudkan Indonesia bebas narkoba #BrantasNarkoba #BTTFwith7DREAM https://t.co/3IDsIiy7s1
relevant,#CaratSelcaDay,1934586140910342212,Lovesebong_17,Mon Jun 16 12:17:33 +0000 2025,"""Pacar aku ganteng bngt yaa?? 🤭""
Jangan iri, dia cinta ak kok~😌✌

#CSD #caratselcaday #SCOUPS #SEVENTEEN @pledis_17 https://t.co/zB67lKMZZA"
relevant,#CaratSelcaDay,1934602322249949193,oreliaachernar,Mon Jun 16 13:21:51 +0000 2025,"★ jalan-jalan mencari makanan ★

#CaratSelcaDay #CSD #CARAT_SELCA_DAY #SEVENTEEN #SCOUPS #에스쿱스
@pledis_17 https://t.co/0wLqN3ZmMI"
relevant,#CaratSelcaDay,1934602940985323748,lialunee,Mon Jun 16 13:24:18 +0000 2025,"⚔️: pamer aja sih, bisa meluk eskrim😝😝
😏: oemji halaw?!??! meh meh ane tunjukin,,,🤭🤭 

#CSD #CaratSelcaDay #DK #DOKYEOM #도겸 @pledis_17 https://t.co/A7ZXxPUqHS"
relevant,#CaratSelcaDay,1901256302229086407,dieforscoups,Sun Mar 16 12:56:40 +0000 2025,"🤰🏻: LU GWA SEBELIH YA ANYINGG👺👹
👳🏻‍♂️: JGN LAH KOCAK, HUS HUS NGAPAIN TARIK TARIK SIH DODOL

#CSD #caratselcaday #DK #SEVENTEEN @pledis_17 https://t.co/WymPieFFiC"
relevant,#CaratSelcaDay,1934584078134845822,binnieaether_,Mon Jun 16 12:09:21 +0000 2025,"🦖: bin,ngapain sih kmu jongkok gitu?
🐝: ini konsepnya kesenjangan sosial,bang

#CSD #CaratSelcaDay #DINO #이찬 #SEVENTEEN https://t.co/ok1xRrlwyd"
relevant,#CaratSelcaDay,1934582852735390002,cutiepaeiy,Mon Jun 16 12:04:29 +0000 2025,"😈 : hngg bleh join ke barak egx🥺👉🏻👈🏻
😇 : telat kocak!! gue dah keluar lo baru nyemplung

#CSD #CaratSelcaDay #JEONGHAN #정한 #SEVENTEEN @pledis_17 https://t.co/H8ZoGBnFxo"
relevant,#CaratSelcaDay,1934586006218694804,weirdobinn,Mon Jun 16 12:17:01 +0000 2025,"🙎🏻‍♂️: bang cover yuk
⚔️: gausah beban tapi
🙎🏻‍♂️: 😁😁😁

#CSD #CaratSelcaDay #DOKYEOM #도겸 #SEVENTEEN @pledis_17 https://t.co/E6yrwH6hpr"
relevant,#CaratSelcaDay,1923393896958071015,ellielilly_luv,Fri May 16 15:03:34 +0000 2025,"udah cocok belom guys sama cowok ku?
#CSD #CaratSelcaDay #WONWOO #호시 #SEVENTEEN @pledis_17 https://t.co/WAVQPgKneM"
relevant,#CATTSHIRTxPHUWIN,1936417287533482207,Ariaaa97_,Sat Jun 21 13:33:52 +0000 2025,"Adek mau di cium 😚

PHUWIN CAT STAGE

#CATTSHIRTxPHUWIN
#phuwintang https://t.co/EwYHIAvdwk"
relevant,#CATTSHIRTxPHUWIN,1936433717159014823,vngirlsluv,Sat Jun 21 14:39:10 +0000 2025,"aduhhh centilnya🤏🏻 

PHUWIN CAT STAGE

#CATTSHIRTxPHUWIN
@phuwintang #phuwintang https://t.co/pXr0RMaq9e"
relevant,#DatangBersihPulangBersih,1942550591554871372,galauvibes__,Tue Jul 08 11:45:26 +0000 2025,bener bener yaaah Piala Presiden 2025 vibes nga tuh positif abisss woy! mana gue demen bgt pas lihat anak kecil dan teman disabilitas bisa enjoy dan happy bisa nonton di tribun khusus gitu 😍 #DatangBersihPulangBersih https://t.co/C2otRZwzhh
relevant,#DatangBersihPulangBersih,1942551051158065474,Zieyahaz,Tue Jul 08 11:47:16 +0000 2025,"Beneran kali ini aku merasa aman banget nonton Piala Presiden 2025 
Panitianya profesional banget, dari masuk sampai keluar stadion semuanya kondusif. 
Terima kasih panita 

#DatangBersihPulangBersih https://t.co/ITguk7YOAg"
relevant,#DatangBersihPulangBersih,1942550575935074523,gabbi_infinity,Tue Jul 08 11:45:22 +0000 2025,"Keren parah Piala Presiden 2025! UMKM-nya rame banget, makanannya juara, dan area sekitar tetap bersih, seru tapi tetap tertib! 👏 #DatangBersihPulangBersih https://t.co/nrmFiRWLcW"
noise,#BTTFwith7DREAM,1942589596866601184,_dearbunny_,Tue Jul 08 14:20:26 +0000 2025,"Kurang dari 1 jam lagi MV BTTF release.... yuk streaming sebanyak2nya!!!!

BTTF MV OUT NOW
#BTTFwith7DREAM
#NCTDREAM_BTTF

 https://t.co/xJAKqx0Vup"
noise,#BTTFwith7DREAM,1943485159912743140,bublegumhc,Fri Jul 11 01:39:04 +0000 2025,"yu bisa yu 2M hari ini❤️‍🔥 

🖇 https://t.co/8jIK0tVSsM

BTTF MV OUT NOW 
#BTTFwith7DREAM 
#NCTDREAM_BTTF https://t.co/TpvwRQXF7T"
relevant,#DatangBersihPulangBersih,1942551642160689214,wanderlxust,Tue Jul 08 11:49:37 +0000 2025,"keren parah sih ini vibesnya! suporter di Piala Presiden 2025 tertib, area bersih, gak ada tuh drama buang sampah sembarangan. ini baru suporter cerdas dan peduli lingkungan! 🙌
#DatangBersihPulangBersih https://t.co/vodrtKthhd"
relevant,#DatangBersihPulangBersih,1942550608998805903,yesifaa_,Tue Jul 08 11:45:30 +0000 2025,"nah emang harusnya kayak gini, event besar sekaligus jaga kebersihan kan jadi enak dipandang  #DatangBersihPulangBersih
Piala Presiden 2025 https://t.co/1MkmVMTwZk"
relevant,#DatangBersihPulangBersih,1942558960697159937,Furayah2,Tue Jul 08 12:18:41 +0000 2025,"Nonton Piala Presiden 2025 itu vibes-nya suka bgt, ramah lansia 🥺 #DatangBersihPulangBersih https://t.co/FFzCJJoYNj"
relevant,#DatangBersihPulangBersih,1942550538442399997,bbahtiarr,Tue Jul 08 11:45:13 +0000 2025,"Penonton Piala Presiden 2025 sangat sumringah nih, mantap banget panitia jaga keamanan dan kebersihan
#DatangBersihPulangBersih https://t.co/CGj7Wv1rAT"
relevant,#DatangBersihPulangBersih,1942551336970772735,seenzaga,Tue Jul 08 11:48:24 +0000 2025,"Salut deh sama tim medis Piala Presiden 2025, pihak dokter dan petugasnya pada sigap siaga banget, apalagi tenda medisnya juga nyaman terus ambulans juga selalu standby bener-bener profesional!! 👏🏻 
#DatangBersihPulangBersih https://t.co/o3BWdmGu6U"
relevant,#DatangBersihPulangBersih,1942550696563544145,Nita_Cantik21,Tue Jul 08 11:45:51 +0000 2025,"salut sama semua penonton yg peduli akan kebersihan, kalau semua seperti ini Indonesia makin keren  #DatangBersihPulangBersih
Piala Presiden 2025 ini event yg membanggakan . https://t.co/QPrvJ2WTE8"
relevant,#DatangBersihPulangBersih,1942554775159193980,yuna_eunji,Tue Jul 08 12:02:03 +0000 2025,"Salut untuk Piala Presiden 2025. Event sepak bola yang sekaligus menyejahterakan rakyat. UMKM lokal kebanjiran rezeki, ekonomi daerah tumbuh. Ini baru keren. #DatangBersihPulangBersih https://t.co/dtobfWZ1rj"
relevant,#DatangBersihPulangBersih,1942566768754712652,nmeiziy,Tue Jul 08 12:49:43 +0000 2025,semuanya bersemangat dr golongan tua maupun muda dalam Piala Presiden 2025 #DatangBersihPulangBersih https://t.co/nQEMVIRtNy
factual,Gelas,1942483815588585747,TLuthwindar,Tue Jul 08 07:20:05 +0000 2025,(506) Jurnal gelas https://t.co/wXXjYfnrN5
relevant,#DatangBersihPulangBersih,1942553986168713232,shibeaol,Tue Jul 08 11:58:55 +0000 2025,"Teriakan semangat, bukan kebencian.
Sampah di tempatnya, bukan di tribun.
#DatangBersihPulangBersih demi sepak bola yang lebih baik.
Piala Presiden 2025, kita jaga bersama! https://t.co/wcU2EKVEcQ"
relevant,#DatangBersihPulangBersih,1942553243810423273,bellaruri01,Tue Jul 08 11:55:58 +0000 2025,"UMKM di Piala Presiden 2025 rame banget! Makanannya enak, tempatnya bersih, vibes-nya juga positif. Juarak! 🥳 #DatangBersihPulangBersih https://t.co/gCjhwZN6Wg"
